YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR,T2M,TS,WS2M,CLRSKY_SFC_SW_DWN,PS,WS10M
2016,10,7,7.45,77.88,9.22,13.64,13.82,2.86,6.69,101.05,4.19
2016,10,8,5.62,68.06,0.03,12.07,12.25,2.56,7.41,101.55,3.68
2016,10,9,7.08,68.69,0.0,15.4,15.27,2.76,7.36,101.72,4.36
2016,10,10,8.06,72.69,0.0,16.42,16.34,1.56,6.91,101.69,2.55
2016,10,11,8.61,72.25,0.03,17.54,17.66,1.57,7.33,101.16,2.62
2016,10,12,11.05,79.25,0.6,19.46,19.02,1.29,6.92,100.66,2.27
2016,10,13,10.86,88.06,3.22,17.44,17.3,2.84,6.75,100.97,4.38
2016,10,14,10.38,78.31,0.54,18.68,18.81,3.02,7.29,101.22,4.55
2016,10,15,12.76,91.38,31.18,19.31,19.33,1.69,7.01,100.49,2.62
2016,10,16,12.27,83.88,5.03,20.15,20.51,2.57,7.09,100.25,3.81
2016,10,17,8.67,75.19,0.02,16.76,17.43,4.31,7.67,101.14,6.2
2016,10,18,8.91,84.88,23.03,14.97,15.38,5.04,7.43,101.45,7.27
2016,10,19,8.91,88.75,20.37,14.29,14.46,6.0,7.32,101.34,8.72
2016,10,20,7.69,82.12,1.39,13.53,14.4,3.27,7.54,101.79,4.73
2016,10,21,7.69,78.44,0.04,14.37,15.3,1.41,7.73,101.9,2.12
2016,10,22,8.97,79.19,0.0,16.32,16.93,2.35,7.78,101.68,3.53
2016,10,23,9.7,80.44,0.0,17.51,17.7,2.24,7.67,101.52,3.36
2016,10,24,10.62,84.75,0.0,17.64,17.85,4.71,7.39,101.41,6.92
2016,10,25,10.56,87.06,3.01,17.15,17.21,4.78,7.41,101.28,6.97
2016,10,26,10.07,80.81,7.89,17.44,17.63,4.15,7.57,100.77,6.07
2016,10,27,5.68,63.88,0.07,12.9,13.56,6.31,8.37,101.47,9.17
2016,10,28,5.8,72.44,0.0,11.47,13.0,1.65,8.43,102.03,2.55
2016,10,29,8.24,74.31,0.0,16.4,16.53,2.99,8.34,101.81,4.56
2016,10,30,10.25,76.5,0.0,18.95,19.02,2.55,8.25,101.14,3.99
2016,10,31,11.84,78.31,0.13,20.86,20.38,2.17,7.55,100.4,3.43
2016,11,1,9.4,85.5,30.75,15.48,15.4,4.34,7.56,100.26,6.42
2016,11,2,5.68,65.44,0.64,13.01,13.57,4.88,8.63,101.09,7.21
2016,11,3,8.0,64.19,0.08,18.01,17.82,3.84,8.47,101.33,5.77
2016,11,4,10.5,70.31,0.0,20.91,21.19,2.3,8.11,101.6,3.41
2016,11,5,11.9,73.56,0.0,22.55,22.2,2.69,8.4,101.52,4.23
2016,11,6,12.45,71.38,0.0,23.81,23.52,2.32,8.5,100.93,3.68
2016,11,7,11.17,80.0,0.04,19.62,20.19,3.8,7.9,101.3,5.53
2016,11,8,11.17,80.38,0.06,19.65,20.59,3.93,8.15,101.22,5.63
2016,11,9,11.54,75.38,0.16,20.69,20.73,3.4,7.74,100.67,5.14
2016,11,10,8.0,59.0,0.0,20.03,20.07,3.38,8.83,100.67,5.1
2016,11,11,6.47,54.81,0.0,17.96,18.46,1.75,8.89,101.25,2.63
2016,11,12,8.48,61.69,0.0,20.39,20.74,2.47,8.7,101.08,3.79
2016,11,13,10.74,78.38,14.08,19.08,19.05,2.73,8.35,100.77,4.12
2016,11,14,11.23,69.56,0.09,22.33,22.33,1.68,8.57,100.52,2.72
2016,11,15,11.47,68.5,0.46,22.82,23.12,2.6,8.53,100.47,3.92
2016,11,16,7.39,60.5,0.37,17.93,18.48,2.6,8.48,101.32,3.78
2016,11,17,5.62,61.44,0.06,14.01,15.15,3.74,9.09,102.08,5.54
2016,11,18,5.98,58.56,0.0,15.69,16.97,1.51,9.21,101.95,2.41
2016,11,19,7.75,61.19,0.0,18.98,19.65,2.47,9.05,101.25,3.78
2016,11,20,9.34,67.19,0.0,20.01,20.67,2.17,8.16,101.04,3.29
2016,11,21,6.29,59.12,0.0,16.01,17.39,3.62,9.24,101.8,5.21
2016,11,22,6.71,57.56,0.0,17.9,18.9,1.2,9.25,101.53,1.82
2016,11,23,7.57,54.5,0.0,21.07,22.08,1.63,9.11,101.15,2.68
2016,11,24,9.77,59.88,0.0,23.33,23.94,2.7,8.89,101.15,4.05
2016,11,25,10.99,59.94,0.0,24.86,26.13,2.83,8.64,101.05,4.08
2016,11,26,13.92,78.56,27.03,23.47,23.69,3.8,8.25,100.49,5.59
2016,11,27,11.41,78.88,11.4,20.35,20.44,2.16,8.91,100.88,3.26
2016,11,28,10.93,71.81,0.1,21.4,21.86,1.31,8.6,101.45,2.07
2016,11,29,9.83,65.38,0.0,21.51,22.02,2.21,9.09,101.82,3.32
2016,11,30,9.52,63.69,0.0,21.42,22.04,2.51,9.27,101.72,3.76
2016,12,1,10.25,64.56,0.0,22.4,22.98,2.68,9.24,101.23,4.05
2016,12,2,11.96,62.44,0.1,25.48,25.86,1.34,8.8,100.87,2.18
2016,12,3,12.88,69.06,1.06,24.89,26.05,3.12,8.9,100.84,4.48
2016,12,4,13.0,67.0,0.05,25.69,26.91,2.71,8.91,100.66,3.97
2016,12,5,11.78,61.69,2.25,24.99,25.65,3.59,8.48,100.5,5.23
2016,12,6,6.84,46.94,0.0,21.93,22.97,3.04,9.6,100.77,4.52
2016,12,7,7.81,46.12,0.0,24.09,25.04,1.94,9.29,100.75,3.07
2016,12,8,6.96,51.88,0.0,20.1,21.51,4.06,9.56,101.23,5.84
2016,12,9,6.53,49.62,0.0,20.8,22.16,1.86,9.51,100.97,2.86
2016,12,10,7.81,43.19,0.0,25.28,25.95,4.12,9.19,100.19,6.09
2016,12,11,8.0,44.75,0.0,24.76,26.28,2.59,9.2,100.36,3.77
2016,12,12,8.36,43.5,0.48,26.89,27.63,4.1,9.23,99.86,6.02
2016,12,13,5.55,41.75,0.32,20.05,21.52,4.6,9.47,101.01,6.59
2016,12,14,4.64,39.0,0.0,19.05,20.18,2.91,9.78,101.8,4.15
2016,12,15,5.8,39.31,0.0,22.76,23.91,3.37,9.54,101.78,4.98
2016,12,16,7.87,45.69,0.0,24.87,25.7,3.69,9.62,101.42,5.41
2016,12,17,11.35,52.19,0.0,28.33,29.56,3.21,9.24,100.77,4.7
2016,12,18,13.31,69.81,10.47,24.97,25.82,3.29,8.65,100.5,4.77
2016,12,19,9.52,59.19,0.01,23.46,24.83,2.22,9.58,100.71,3.3
2016,12,20,8.61,46.62,0.0,25.94,26.92,1.9,9.42,100.8,2.84
2016,12,21,10.13,48.12,0.0,28.07,28.86,2.75,9.51,100.52,4.07
2016,12,22,13.18,75.56,18.46,23.33,24.12,2.85,8.63,100.71,4.09
2016,12,23,12.15,69.06,3.26,23.98,24.51,1.43,9.13,100.73,2.18
2016,12,24,11.29,58.88,0.07,25.43,25.58,2.4,9.07,100.73,3.62
2016,12,25,14.53,71.25,18.33,25.58,25.72,4.22,8.31,100.02,6.15
2016,12,26,12.33,81.25,41.73,20.8,21.11,3.92,8.44,100.25,5.79
2016,12,27,12.7,79.25,0.02,22.03,22.5,1.84,8.86,101.08,2.84
2016,12,28,12.63,70.25,0.04,24.33,24.65,2.2,8.97,101.25,3.42
2016,12,29,12.88,67.19,0.01,25.29,25.72,1.97,8.97,100.91,3.07
2016,12,30,14.04,68.69,0.0,26.21,27.05,1.95,8.93,100.56,2.93
2016,12,31,17.15,70.31,0.08,29.12,30.05,1.47,8.79,100.28,2.26
2017,1,1,14.16,64.19,1.22,27.39,28.04,2.72,8.55,100.62,3.98
2017,1,2,10.99,55.0,0.03,26.45,27.8,3.23,9.04,100.9,4.62
2017,1,3,17.46,77.81,7.57,27.31,27.64,3.93,8.26,100.08,5.71
2017,1,4,10.74,60.56,6.87,24.37,24.94,2.53,8.84,100.34,3.77
2017,1,5,7.45,48.5,0.0,22.14,23.19,2.82,9.35,100.97,4.2
2017,1,6,10.19,58.81,0.0,24.03,25.24,3.14,9.1,101.25,4.57
2017,1,7,14.83,68.44,15.05,27.16,27.97,3.11,8.72,100.7,4.53
2017,1,8,14.83,86.31,13.95,22.69,23.12,2.88,8.46,100.61,4.16
2017,1,9,14.77,74.69,3.85,25.6,26.33,1.89,8.58,100.17,2.76
2017,1,10,10.8,68.88,16.05,22.11,22.72,1.79,9.14,100.9,2.65
2017,1,11,10.62,60.5,0.0,23.91,23.81,1.8,8.94,101.16,2.68
2017,1,12,12.76,63.06,0.0,26.1,26.11,2.49,8.97,100.85,3.79
2017,1,13,14.04,79.0,1.0,23.3,23.42,3.14,8.62,100.6,4.6
2017,1,14,9.52,59.38,0.0,22.79,23.68,2.87,9.26,100.8,4.19
2017,1,15,11.84,76.19,18.41,21.18,21.11,3.95,8.83,100.6,5.82
2017,1,16,14.83,79.88,7.2,24.22,24.85,3.9,8.36,100.36,5.59
2017,1,17,14.83,75.44,0.3,25.44,25.97,2.73,8.75,100.28,4.0
2017,1,18,11.54,62.12,0.0,24.83,25.55,2.48,9.07,100.85,3.61
2017,1,19,14.1,66.94,0.46,26.74,27.28,3.24,8.52,101.17,4.73
2017,1,20,12.7,58.62,0.86,27.38,28.11,2.52,8.56,101.42,3.74
2017,1,21,12.39,56.12,0.0,28.23,28.97,2.88,8.64,101.3,4.25
2017,1,22,12.7,58.75,0.0,27.87,29.15,3.65,8.26,101.2,5.2
2017,1,23,13.0,62.69,0.0,26.84,28.15,2.93,8.17,101.06,4.16
2017,1,24,12.33,66.06,7.63,24.9,25.49,3.07,8.17,100.69,4.49
2017,1,25,8.91,62.06,0.46,20.5,21.81,4.09,8.95,101.29,5.81
2017,1,26,7.57,59.62,0.0,19.08,20.95,3.14,8.84,101.86,4.5
2017,1,27,8.42,56.5,0.0,21.88,23.69,1.32,8.83,101.71,2.04
2017,1,28,9.03,53.25,0.0,24.48,25.59,2.48,8.71,101.46,3.81
2017,1,29,10.74,55.56,0.0,26.5,27.48,3.22,8.8,101.28,4.76
2017,1,30,13.92,60.25,0.0,29.01,30.23,2.88,8.53,100.98,4.21
2017,1,31,16.78,83.0,7.11,25.47,25.48,2.51,7.78,100.8,3.72
2017,2,1,14.83,77.5,2.34,24.76,25.28,2.18,7.69,100.59,3.11
2017,2,2,11.17,63.25,0.0,24.51,26.19,2.89,8.37,100.56,4.1
2017,2,3,11.72,64.0,0.0,25.27,27.26,1.13,8.43,100.63,1.82
2017,2,4,13.73,74.56,15.77,24.57,25.09,3.24,7.79,100.32,4.77
2017,2,5,10.31,76.81,2.38,18.7,19.65,6.73,7.97,100.26,9.7
2017,2,6,7.93,66.94,0.04,17.78,19.23,3.38,8.5,101.18,4.91
2017,2,7,8.3,60.06,0.0,20.6,22.13,1.56,8.4,101.19,2.39
2017,2,8,10.19,61.56,0.0,23.21,24.08,2.8,8.18,101.1,4.09
2017,2,9,11.6,64.44,0.0,24.5,25.54,2.6,7.79,101.02,3.75
2017,2,10,14.16,76.75,2.24,24.36,24.83,2.88,7.64,100.98,4.19
2017,2,11,12.39,75.06,1.72,22.59,23.12,4.0,7.92,101.01,5.75
2017,2,12,14.16,88.19,27.92,21.69,21.75,3.96,7.6,100.86,5.75
2017,2,13,13.98,91.44,41.64,20.77,20.83,4.3,7.6,100.74,6.23
2017,2,14,14.59,84.69,3.36,22.93,23.48,2.27,7.64,100.71,3.32
2017,2,15,14.34,79.06,0.02,23.91,24.13,2.28,7.77,101.04,3.38
2017,2,16,15.32,82.5,5.41,24.24,24.4,1.88,7.6,100.83,2.91
2017,2,17,15.44,80.62,1.03,24.8,25.14,2.74,7.65,100.53,4.0
2017,2,18,13.06,81.06,2.74,21.65,21.38,2.97,7.31,100.72,4.44
2017,2,19,12.63,71.56,0.0,23.67,23.69,1.56,7.65,101.24,2.59
2017,2,20,15.01,75.88,0.0,25.56,25.98,1.37,7.74,101.26,2.27
2017,2,21,15.69,80.56,24.21,25.01,25.34,1.47,7.36,101.17,2.21
2017,2,22,18.01,87.19,13.44,25.85,26.05,1.29,7.37,100.88,2.1
2017,2,23,17.52,81.5,1.85,26.68,26.78,1.59,7.14,100.81,2.55
2017,2,24,16.6,78.88,0.11,26.42,26.66,1.57,7.29,100.9,2.49
2017,2,25,16.3,75.06,0.03,27.14,26.75,1.09,7.2,100.91,1.77
2017,2,26,17.21,82.94,0.39,26.0,25.87,1.51,7.16,100.92,2.43
2017,2,27,16.78,76.88,0.42,27.12,27.26,2.32,7.02,100.67,3.48
2017,2,28,15.87,76.62,0.03,26.2,26.73,2.07,7.21,100.23,3.12
2017,3,1,14.65,70.94,0.03,26.2,26.55,2.5,7.15,100.12,3.77
2017,3,2,15.5,71.06,0.26,27.22,27.61,3.22,6.88,100.28,4.8
2017,3,3,10.86,72.31,7.51,20.82,21.19,3.73,7.14,101.11,5.4
2017,3,4,9.52,65.88,0.1,20.18,20.33,3.33,6.98,101.1,4.96
2017,3,5,9.95,65.5,0.0,21.62,22.15,1.8,7.24,101.13,2.86
2017,3,6,11.72,70.19,0.04,23.16,23.87,2.42,7.07,101.22,3.62
2017,3,7,11.35,68.62,0.0,22.62,23.77,3.23,7.02,101.46,4.59
2017,3,8,14.04,73.19,18.68,25.05,25.58,3.88,6.66,100.63,5.62
2017,3,9,13.18,75.19,23.11,22.91,22.74,4.48,6.41,100.07,6.66
2017,3,10,7.39,61.75,0.0,17.72,17.92,3.21,7.28,101.19,4.78
2017,3,11,8.61,62.38,0.06,19.55,18.9,2.15,6.79,101.06,3.24
2017,3,12,7.14,65.62,0.51,16.37,16.94,3.98,7.11,101.36,5.92
2017,3,13,7.75,65.0,0.0,18.02,18.27,2.55,7.0,101.22,4.0
2017,3,14,9.83,70.56,0.0,20.12,20.3,1.83,6.75,101.1,2.98
2017,3,15,11.05,81.62,18.96,19.08,19.15,1.93,6.29,100.96,2.97
2017,3,16,8.24,74.94,0.37,16.23,16.85,3.84,6.81,101.63,5.7
2017,3,17,7.81,72.94,0.0,15.98,16.65,1.52,6.73,102.02,2.45
2017,3,18,8.54,74.25,0.0,17.06,17.54,1.7,6.62,102.03,2.78
2017,3,19,9.77,75.44,0.0,18.79,19.16,2.15,6.6,101.98,3.38
2017,3,20,10.25,76.44,0.0,19.3,19.74,2.63,6.48,102.08,4.01
2017,3,21,11.23,77.94,0.0,20.5,20.84,2.72,6.11,101.97,4.04
2017,3,22,12.63,79.88,0.91,21.85,22.42,2.64,5.86,101.68,3.88
2017,3,23,13.55,83.0,2.54,22.3,22.86,1.93,5.86,101.31,2.91
2017,3,24,13.24,79.44,1.85,22.76,23.15,0.87,5.87,101.19,1.39
2017,3,25,13.37,77.06,0.35,23.3,23.65,2.2,5.94,101.25,3.35
2017,3,26,12.7,74.94,0.0,22.84,22.98,3.69,5.69,101.21,5.4
2017,3,27,13.24,76.75,0.0,23.44,24.22,2.5,5.75,101.48,3.66
2017,3,28,12.39,73.88,0.0,23.01,23.55,3.62,5.79,101.85,5.27
2017,3,29,11.72,71.75,0.0,22.6,23.19,4.14,5.8,101.52,6.02
2017,3,30,12.51,71.06,0.18,23.55,23.94,4.01,5.38,101.25,5.84
2017,3,31,12.39,69.06,0.28,24.19,24.72,3.32,5.41,101.66,4.84
2017,4,1,10.93,68.0,0.0,22.41,22.8,3.68,5.54,101.8,5.38
2017,4,2,11.41,74.94,0.74,21.37,21.75,2.81,5.34,101.29,4.09
2017,4,3,10.44,72.88,5.44,20.43,20.74,1.37,5.59,101.17,2.03
2017,4,4,11.66,76.19,1.43,21.13,21.17,1.34,5.39,100.82,2.06
2017,4,5,8.91,63.88,0.57,20.32,20.83,3.09,5.65,100.96,4.53
2017,4,6,7.63,65.31,0.0,18.01,19.01,1.7,5.57,101.32,2.7
2017,4,7,9.03,67.44,0.35,19.83,19.84,3.56,5.46,101.01,5.36
2017,4,8,13.49,82.75,12.99,22.21,22.34,3.42,4.98,100.91,5.1
2017,4,9,15.56,92.0,40.18,22.4,22.31,2.98,4.68,100.36,4.37
2017,4,10,9.77,89.06,14.24,15.46,15.87,5.0,4.9,100.24,7.22
2017,4,11,8.48,79.88,0.06,15.49,15.85,3.89,5.15,101.48,5.69
2017,4,12,6.35,73.56,0.0,12.65,13.21,1.87,5.39,102.3,2.88
2017,4,13,7.63,74.62,0.0,15.01,15.12,1.7,5.07,101.86,2.79
2017,4,14,8.85,79.81,0.0,16.12,16.33,1.84,4.97,101.73,3.02
2017,4,15,9.52,83.88,0.0,16.41,16.53,2.4,4.75,101.82,3.73
2017,4,16,9.03,82.38,0.08,15.99,16.39,3.39,4.94,102.23,4.98
2017,4,17,8.48,80.75,0.02,15.49,16.02,2.38,4.94,102.19,3.53
2017,4,18,9.28,80.25,0.02,16.76,16.87,2.53,4.76,101.93,3.8
2017,4,19,11.47,89.12,3.08,18.12,18.21,1.88,4.24,101.14,2.83
2017,4,20,10.01,80.69,0.15,17.79,17.85,2.52,4.49,100.64,3.86
2017,4,21,8.0,73.38,0.0,16.18,16.3,3.55,4.84,101.08,5.26
2017,4,22,6.16,74.75,0.0,12.26,12.67,1.75,4.83,101.77,2.85
2017,4,23,7.69,72.75,0.06,15.58,15.85,1.88,4.58,101.64,2.95
2017,4,24,8.79,74.44,0.39,17.15,16.35,1.75,4.36,101.1,2.68
2017,4,25,9.28,88.0,26.62,14.8,14.61,3.77,4.25,100.37,5.58
2017,4,26,5.68,70.62,0.06,11.41,11.8,6.08,4.65,100.65,8.83
2017,4,27,6.35,73.56,0.0,12.53,12.61,3.58,4.59,101.31,5.34
2017,4,28,7.75,77.19,0.0,14.69,14.47,2.86,4.47,101.54,4.5
2017,4,29,8.91,81.0,0.0,15.7,15.44,1.85,4.42,101.83,3.16
2017,4,30,8.12,78.62,0.0,15.11,14.68,2.35,4.47,101.85,3.91
2017,5,1,8.73,80.06,0.0,15.87,15.44,2.05,4.44,101.71,3.52
2017,5,2,9.83,82.75,0.0,16.83,16.6,1.95,4.25,101.39,3.2
2017,5,3,10.93,83.81,0.0,18.62,18.41,1.62,3.96,101.65,2.67
2017,5,4,11.47,84.56,0.0,18.7,18.39,1.76,4.03,101.38,2.96
2017,5,5,11.66,84.88,0.0,19.21,19.08,1.7,3.91,101.41,2.86
2017,5,6,11.11,81.81,0.0,19.14,19.08,3.62,3.94,101.3,5.38
2017,5,7,12.51,93.31,60.83,18.69,18.31,3.03,3.58,100.73,4.61
2017,5,8,11.05,87.31,6.73,17.83,17.63,2.97,3.3,100.86,4.45
2017,5,9,6.9,81.19,0.59,12.26,12.55,2.16,4.02,101.93,3.38
2017,5,10,6.41,78.94,0.0,11.49,11.8,2.5,3.94,102.28,3.87
2017,5,11,7.63,87.5,16.44,12.1,11.98,2.95,3.55,101.86,4.41
2017,5,12,9.46,90.69,10.6,14.86,14.78,2.62,3.39,101.1,3.91
2017,5,13,9.34,91.12,0.58,14.57,14.62,2.59,3.49,100.92,3.86
2017,5,14,8.67,85.12,0.0,14.34,14.55,1.27,3.43,101.28,2.06
2017,5,15,8.12,83.44,0.0,14.14,14.18,1.67,3.6,101.68,2.68
2017,5,16,6.1,73.56,0.0,12.05,11.8,1.05,3.77,101.7,1.94
2017,5,17,8.12,85.94,0.0,13.09,12.89,2.3,3.63,101.5,3.69
2017,5,18,10.62,93.31,9.54,16.0,15.8,3.26,3.21,100.73,4.84
2017,5,19,9.22,86.31,3.09,15.04,15.13,3.29,3.36,100.33,4.78
2017,5,20,6.16,83.62,0.28,9.55,9.96,3.49,3.39,100.74,5.03
2017,5,21,7.02,83.0,1.27,11.89,11.9,3.25,3.39,100.92,4.87
2017,5,22,7.69,82.62,0.0,13.26,12.8,1.71,3.43,101.52,2.88
2017,5,23,8.97,85.12,0.0,15.09,14.69,2.01,3.35,101.4,3.29
2017,5,24,9.83,90.56,0.58,15.28,14.85,1.02,2.91,101.08,1.65
2017,5,25,9.83,93.94,5.21,14.8,14.71,2.4,2.83,100.93,3.6
2017,5,26,6.04,79.56,0.45,10.67,10.77,2.79,3.55,101.92,4.23
2017,5,27,5.68,79.12,0.0,9.76,10.01,2.87,3.42,102.71,4.27
2017,5,28,6.9,85.0,0.34,11.3,11.28,2.23,3.2,102.32,3.51
2017,5,29,6.9,88.12,0.23,10.64,10.65,1.84,3.34,102.26,2.95
2017,5,30,6.23,85.75,0.0,9.43,9.4,1.88,3.3,102.34,3.04
2017,5,31,5.49,77.88,0.0,9.4,8.93,1.55,3.36,102.18,2.42
2017,6,1,5.8,78.94,0.0,9.95,8.44,1.16,3.26,101.84,1.83
2017,6,2,5.86,83.75,0.0,9.05,9.0,1.66,3.22,101.68,2.88
2017,6,3,7.87,90.81,0.0,11.44,11.12,2.51,2.94,101.16,3.95
2017,6,4,5.8,81.5,0.0,9.13,8.67,1.86,3.27,101.44,2.94
2017,6,5,3.91,66.19,0.0,7.01,6.12,1.3,3.33,101.84,2.02
2017,6,6,4.09,63.81,0.0,8.02,7.23,1.72,3.32,101.61,2.86
2017,6,7,5.31,81.75,0.0,7.65,7.38,1.95,3.25,100.98,3.28
2017,6,8,6.65,90.94,1.51,9.44,9.38,3.23,2.84,100.94,4.8
2017,6,9,5.62,80.19,0.02,9.21,9.31,3.84,3.15,101.27,5.6
2017,6,10,6.77,80.56,0.0,11.89,11.05,3.07,3.15,101.0,4.73
2017,6,11,5.8,78.62,0.0,9.41,8.8,2.38,3.16,101.43,3.84
2017,6,12,4.15,71.19,0.0,6.79,5.68,1.77,3.33,101.65,2.93
2017,6,13,6.77,86.0,0.0,10.37,9.93,1.41,3.09,101.74,2.41
2017,6,14,8.12,89.81,0.0,12.04,11.69,2.27,3.08,101.86,3.67
2017,6,15,10.74,92.81,0.0,16.19,15.91,3.77,2.71,101.11,5.55
2017,6,16,13.92,91.38,0.0,20.73,20.26,4.28,2.57,100.27,6.34
2017,6,17,9.89,74.12,0.01,17.18,16.77,4.38,2.74,100.18,6.46
2017,6,18,4.03,68.25,0.0,6.66,7.05,5.9,3.15,101.6,8.47
2017,6,19,3.36,69.62,0.0,4.57,4.73,2.56,3.21,102.4,3.88
2017,6,20,3.72,65.31,0.0,6.61,6.24,1.7,3.24,102.37,2.7
2017,6,21,5.49,80.62,0.0,8.75,8.83,2.55,3.09,101.74,3.91
2017,6,22,10.31,91.06,0.02,15.63,15.16,3.79,2.77,100.87,5.7
2017,6,23,11.72,94.75,0.02,17.44,16.69,2.45,2.64,100.98,3.76
2017,6,24,12.08,95.12,0.0,17.84,17.08,1.84,2.59,101.24,2.91
2017,6,25,12.76,87.88,0.0,20.15,19.55,4.05,2.65,101.21,6.01
2017,6,26,11.84,85.88,0.04,19.4,18.99,3.85,2.6,100.93,5.69
2017,6,27,9.34,86.38,0.57,15.08,15.03,3.85,2.69,101.04,5.61
2017,6,28,6.65,86.56,0.01,10.51,10.93,1.79,3.11,101.9,2.71
2017,6,29,6.35,88.0,0.0,9.42,9.57,1.73,3.08,101.78,2.65
2017,6,30,5.92,77.5,0.0,10.57,10.16,2.16,3.13,102.08,3.21
2017,7,1,5.92,73.94,0.0,11.43,10.51,1.4,3.1,102.52,2.22
2017,7,2,6.41,81.88,0.0,10.88,10.77,2.91,3.2,102.66,4.41
2017,7,3,6.77,83.62,0.0,11.46,11.39,3.62,3.24,102.23,5.31
2017,7,4,8.12,83.25,0.0,14.19,13.99,4.34,3.15,101.83,6.3
2017,7,5,7.39,86.19,1.95,11.94,11.55,4.08,2.77,101.65,6.05
2017,7,6,6.23,92.75,15.73,8.27,8.11,2.07,3.03,102.17,3.21
2017,7,7,8.0,92.88,13.87,11.91,11.87,3.72,2.74,102.01,5.41
2017,7,8,7.69,90.75,17.33,11.55,11.39,2.67,3.04,101.61,4.05
2017,7,9,6.59,91.25,1.93,9.31,9.98,0.95,3.01,101.88,1.48
2017,7,10,6.35,92.25,16.7,8.73,8.65,2.7,3.03,102.18,4.02
2017,7,11,5.49,87.38,0.28,7.49,7.83,2.5,3.41,102.34,3.73
2017,7,12,9.83,96.5,0.08,13.71,13.21,2.65,2.73,101.54,4.07
2017,7,13,11.11,91.0,0.01,17.07,16.42,3.39,2.74,101.03,5.1
2017,7,14,7.51,86.75,1.19,11.96,11.86,4.84,2.99,101.13,6.93
2017,7,15,7.2,88.12,6.33,10.68,10.45,3.63,2.99,100.5,5.35
2017,7,16,4.09,77.38,1.97,5.08,5.62,5.3,3.49,102.09,7.51
2017,7,17,2.81,68.56,0.0,2.59,3.02,3.52,3.64,102.73,5.18
2017,7,18,3.3,68.62,0.0,4.69,4.71,2.8,3.64,102.5,4.29
2017,7,19,4.33,71.19,0.0,7.32,7.08,3.56,3.62,101.92,5.32
2017,7,20,5.13,78.0,0.0,8.4,8.15,2.72,3.57,101.53,4.25
2017,7,21,5.92,83.62,0.0,9.33,9.2,1.91,3.53,101.91,3.07
2017,7,22,6.35,83.25,0.0,10.44,10.36,3.23,3.52,101.46,4.8
2017,7,23,8.06,93.62,5.73,11.9,11.73,2.02,3.02,101.09,3.05
2017,7,24,7.45,87.0,3.49,12.03,11.92,3.83,3.28,101.71,5.52
2017,7,25,7.69,91.06,4.75,11.8,11.61,4.33,3.27,102.06,6.24
2017,7,26,9.58,91.12,2.33,14.93,14.96,1.83,3.03,101.73,2.85
2017,7,27,11.47,90.38,0.0,17.58,16.9,2.24,3.21,101.55,3.64
2017,7,28,10.93,84.44,0.0,18.48,17.83,3.77,3.36,101.21,5.65
2017,7,29,10.93,90.81,0.0,17.07,16.76,2.12,3.09,101.51,3.19
2017,7,30,7.26,89.19,2.08,11.23,11.31,4.84,3.19,102.28,6.88
2017,7,31,7.08,86.12,0.52,11.44,11.73,3.2,3.58,102.03,4.58
2017,8,1,7.63,90.94,2.99,11.54,11.73,3.04,3.33,101.64,4.39
2017,8,2,6.53,81.0,0.8,11.37,10.77,1.92,3.83,102.03,2.74
2017,8,3,6.16,78.75,0.0,10.73,9.41,1.52,4.0,102.11,2.26
2017,8,4,6.35,83.81,0.0,10.36,9.81,1.53,3.96,102.31,2.52
2017,8,5,6.96,84.06,0.0,11.41,11.42,3.06,4.12,101.78,4.58
2017,8,6,9.09,85.5,0.0,14.92,14.76,1.83,3.71,101.48,2.92
2017,8,7,9.77,92.19,5.89,15.12,14.8,1.7,3.58,101.01,2.72
2017,8,8,7.87,86.38,0.46,12.84,12.89,4.17,3.98,101.19,6.04
2017,8,9,7.57,83.81,0.0,12.94,13.19,3.38,4.16,101.71,4.88
2017,8,10,8.54,88.75,25.82,13.64,13.48,4.74,3.78,101.5,6.84
2017,8,11,9.89,93.0,46.38,15.0,14.68,3.55,3.27,100.5,5.23
2017,8,12,7.69,91.81,8.85,11.37,11.1,3.73,3.78,100.78,5.48
2017,8,13,5.07,71.19,0.03,9.98,9.84,1.88,4.56,101.27,2.82
2017,8,14,5.43,66.0,0.0,11.8,11.07,2.6,4.46,101.33,3.98
2017,8,15,6.65,77.06,0.0,12.36,12.1,2.73,4.4,101.56,4.27
2017,8,16,5.0,69.56,0.0,10.0,9.62,1.99,4.6,102.04,2.94
2017,8,17,6.23,74.31,0.0,11.74,11.26,2.95,4.42,101.43,4.7
2017,8,18,8.67,82.81,0.25,14.98,14.69,2.9,4.52,100.68,4.49
2017,8,19,7.02,80.19,11.17,11.94,11.59,2.95,4.57,101.05,4.42
2017,8,20,4.46,69.88,0.0,8.4,8.53,2.51,4.88,102.28,3.86
2017,8,21,4.88,66.5,0.0,10.13,9.46,2.65,4.66,102.46,3.88
2017,8,22,5.98,73.88,0.0,11.48,11.47,4.66,4.89,101.31,6.77
2017,8,23,9.46,86.38,1.13,15.58,15.82,2.73,4.32,100.99,3.97
2017,8,24,13.0,96.62,12.66,18.65,18.22,1.66,3.79,100.55,2.73
2017,8,25,12.15,96.19,20.18,17.65,17.26,2.72,3.66,100.62,4.12
